CEST	NCM_LIST	DESCRIPTION
"2500900"	"['87032490']"	"outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida"
"2501000"	"['87033210']"	"automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto ambulância, carro celular e carro funerário"
"2501100"	"['87033290']"	"outros automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, exceto ambulância, carro celular e carro funerário"
"2501200"	"['87033310']"	"automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular e carro funerário"
"2501300"	"['87033390']"	"outros automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, exceto carro celular e carro funerário"
"2501400"	"['87042110']"	"veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, chassis com motor diesel ou semidiesel e cabina, exceto caminhão de peso em carga máxima superior a 3,9 toneladas"
"2501500"	"['87042120']"	"veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor diesel ou semidiesel, com caixa basculante, exceto caminhão de peso em carga máxima superior a 3,9 toneladas"
"2501600"	"['87042130']"	"veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, frigoríficos ou isotérmicos, com motor diesel ou semidiesel, exceto caminhão de peso em carga máxima superior a 3,9 toneladas"
"2501700"	"['87042190']"	"outros veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor diesel ou semidiesel, exceto carro-forte para transporte de valores e caminhão de peso em carga máxima superior a 3,9 toneladas"
"2501800"	"['87043110']"	"veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor a explosão, chassis e cabina, exceto caminhão de peso em carga máxima superior a 3,9 toneladas"
"2501900"	"['87043120']"	"veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor explosão com caixa basculante, exceto caminhão de peso em carga máxima superior a 3,9 toneladas"
"2502000"	"[]"	"veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, frigoríficos ou isotérmicos com motor explosão, exceto caminhão de peso em carga máxima superior a 3,9 toneladas"
"2502100"	"[]"	"outros veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor a explosão, exceto carro-forte para transporte de valores e caminhão de peso em carga máxima superior a 3,9 toneladas"
"2502200"	"['87022000']"	"veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pistão, de ignição por compressão (diesel ou semidiesel) e um motor elétrico, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³"
"2502300"	"['87023000']"	"veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pistão alternativo, de ignição por centelha (faísca) e um motor elétrico, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³"
"2502400"	"['87029000']"	"outros veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³"
"2502500"	"['87034000']"	"automóveis equipados para propulsão, simultaneamente, com um motor de pistão alternativo de ignição por centelha (faísca*) e um motor elétrico, exceto os suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, o carro celular e o carro funerário"
"2502600"	"['87035000']"	"automóveis equipados para propulsão, simultaneamente, com um motor de pistão por compressão (diesel ou semidiesel) e um motor elétrico, exceto os suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, exceto o carro celular e o carro funerário"
"2502700"	"['87036000']"	"automóveis equipados para propulsão, simultaneamente, com um motor de pistão alternativo de ignição por centelha (faísca*) e um motor elétrico, suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, exceto o carro celular e o carro funerário"
"2502800"	"['87037000']"	"automóveis equipados para propulsão, simultaneamente, com um motor de pistão por compressão (diesel ou semidiesel) e um motor elétrico, suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, exceto o carro celular e o carro funerário"
"2502900"	"['87038000']"	"outros veículos, equipados unicamente com motor elétrico para propulsão"
"2600100"	"['8711']"	"motocicletas (incluídos os ciclomotores) e outros ciclos equipados com motor auxiliar, mesmo com carro lateral; carros laterais"
"2800100"	"['33030010']"	"perfumes (extratos)"
"2800200"	"['33030020']"	"águas-de-colônia"
"2800300"	"['33041000']"	"produtos de maquiagem para os lábios"
"2800400"	"['33042010']"	"sombra, delineador, lápis para sobrancelhas e rímel"
"2800500"	"['33042090']"	"outros produtos de maquiagem para os olhos"
"2800600"	"['33043000']"	"preparações para manicuros e pedicuros"
"2800700"	"['33049100']"	"pós para maquiagem, incluindo os compactos"
"2800800"	"['33049910']"	"cremes de beleza, cremes nutritivos e loções tônicas"
"2800900"	"['33049990']"	"outros produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele, exceto as preparações antissolares e os bronzeadores"
"2801000"	"['33049990']"	"preparações antissolares e os bronzeadores"
"2801100"	"['33051000']"	"xampus para o cabelo"
"2801200"	"['33052000']"	"preparações para ondulação ou alisamento, permanentes, dos cabelos"
"2801300"	"['33059000']"	"outras preparações capilares"
"2801400"	"['33059000']"	"tintura para o cabelo"
"2801500"	"['33071000']"	"preparações para barbear (antes, durante ou após)"
"2801600"	"['33072010']"	"desodorantes corporais e antiperspirantes, líquidos"
"2801601"	"['33072010']"	"loções e óleos desodorantes hidratantes líquidos"
"2801602"	"['33072010']"	"antiperspirantes líquidos"
"2801700"	"['33072090']"	"outros desodorantes corporais e antiperspirantes"
"2801701"	"['33072090']"	"outras loções e óleos desodorantes hidratantes"
"2801702"	"['33072090']"	"outros antiperspirantes"
"2801800"	"['33079000']"	"outros produtos de perfumaria ou de toucador preparados"
"2801900"	"['33079000']"	"outras preparações cosméticas"
"2802000"	"['34011190']"	"sabões de toucador, em barras, pedaços ou figuras moldadas"
"2802001"	"['34011190']"	"lenços umedecidos"
"2802100"	"['34011900']"	"outros sabões, produtos e preparações orgânicos tensoativos, inclusive papel, pastas (ouates), feltros e falsos tecidos, impregnados, revestidos ou recobertos de sabão ou de detergentes"
"2802200"	"['34012010']"	"sabões de toucador sob outras formas"
"2802300"	"['34013000']"	"produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo contendo sabão"
"2802400"	"['48182000']"	"lenços de papel, incluindo os de desmaquiar"
"2802401"	"['48182000']"	"toalhas de mão"
"2802500"	"['82141000']"	"apontadores de lápis para maquiagem"
"2802501"	"['82141000']"	"espátulas, abre-cartas e raspadeiras"
"2802502"	"['82141000']"	"lâminas de espátulas, de abre-cartas, de raspadeiras e de apontadores de lápis"
"2802600"	"['82142000']"	"utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluindo as limas para unhas)"
"2802700"	"['96032900']"	"escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas"
"2802701"	"['96032900']"	"vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura; rodos de borracha ou de matérias flexíveis semelhantes, outros"
"2802800"	"['96033000']"	"pincéis para aplicação de produtos cosméticos"
"2802801"	"['96033000']"	"pincéis e escovas, para artistas e pincéis de escrever"
"2802900"	"['96161000']"	"vaporizadores de toucador, suas armações e cabeças de armações"
"2803000"	"['96162000']"	"borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador"
"2803100"	"['42021']"	"malas e maletas de toucador"
"2803200"	"['9615']"	"pentes, travessas para cabelo e artigos semelhantes; grampos (alfinetes) para cabelo; pinças (“pinceguiches”), onduladores, bobs (rolos) e artefatos semelhantes para penteados, e suas partes"
"2803300"	"['39233000', '39249000', '39241000', '40149090', '70102000']"	"mamadeiras"
"2803400"	"['40149090']"	"chupetas e bicos para mamadeiras e para chupetas"
"2803500"	"['12119090']"	"outras plantas e partes, para perfumaria, medicina e semelhantes"
"2803600"	"['39262000']"	"vestuário e seus acessórios, de plásticos, inclusive luvas"
"2803700"	"['39264000']"	"estatuetas e outros objetos de ornamentação, de plásticos"
"2803800"	"['39269090']"	"outras obras de plásticos"
"2803900"	"['42022210']"	"bolsas de folhas de plástico"
"2804000"	"['42022220']"	"bolsas de matérias têxteis"
"2804100"	"['42022900']"	"bolsas de outras matérias"
"2804200"	"['42023900']"	"artigos de bolsos/bolsas, de outras matérias"
"2804300"	"['42029200']"	"outros artefatos, de folhas de plásticos ou matérias têxteis"
"2804400"	"['42029900']"	"outros artefatos, de outras matérias"
"2804500"	"['48192000']"	"caixas e cartonagens, dobráveis, de papel/cartão, não ondulados"
"2804600"	"['48194000']"	"outros sacos, bolsas e cartuchos, de papel ou cartão"
"2804700"	"['48211000']"	"etiquetas de papel ou cartão, impressas"
"2804800"	"['49111090']"	"outros impressos publicitários, catálogos comerciais e semelhantes"
"2804900"	"['61159900']"	"outras meias de malha de outras matérias têxteis"
"2805000"	"['62171000']"	"outros acessórios confeccionados, de vestuário"
"2805100"	"['63026000']"	"roupas de toucador/cozinha, de tecidos atoalhados de algodão"
"2805200"	"['63079090']"	"outros artefatos têxteis confeccionados"
"2805300"	"['65069900']"	"chapéus e outros artefatos de outras matérias, exceto de malha"
"2805400"	"['95059000']"	"artigos para outras festas, carnaval ou outros divertimentos"
"2805500"	"[]"	"produtos destinados à higiene bucal"
"2805600"	"[]"	"outros produtos cosméticos e de higiene pessoal não relacionados em outros itens deste anexo"
"2805700"	"[]"	"outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo"
"2805800"	"[]"	"acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados)"
"2805900"	"[]"	"vestuário e seus acessórios; calçados, polainas e artefatos semelhantes, e suas partes"
"2806000"	"[]"	"outros artigos de vestuário em geral, exceto os relacionados no item anterior"
"2806100"	"[]"	"capítulos 39, 40, 52, 56, 62, 63, 66, 69, 70, 73, 76, 82, 83, 84, 91, 94 e 96"
"2806200"	"[]"	"produtos das indústrias alimentares e bebidas"
"2806300"	"[]"	"capítulos 22, 27, 28, 29, 33, 34, 35, 38, 39, 63, 68, 73, 84, 85 e 96"
"2806400"	"[]"	"capítulos 39, 49, 95, 96"
"2899900"	"[]"	"outros produtos comercializados pelo sistema de marketing direto porta-a-porta a consumidor final não relacionados em outros itens deste anexo"
