nome	ncm	pai
fenóis-alcoóis	29.07	29
outros derivados halogenados, sulfonados, nitrados ou nitrosados dos fenóis ou fenóis-álcoois	29.08	29
peróxidos de álcoois, peróxidos de éteres, peróxidos de cetonas e seus derivados halogenados, sulfonados, nitrados ou nitrosados	29.09	29
outros epóxidos, epoxálcoois, epoxifenóis e epoxiéteres com 3 (três) átomos no ciclo e seus derivados halogenados, sulfonados, nitrados ou nitrosados	29.10	29
acetais, semi-acetais, mesmo contendo outras funções oxigenadas, e seus derivados halogenados, sulfonados, nitrados ou nitrosados	29.11	29
paraformaldeído	29.12	29
derivados halogenados, sulfonados, nitrados ou nitrosados dos produtos da posição 2912	29.13	29
outros derivados halogenados, sulfonados, nitrados ou nitrosados	29.14	29
outros ácidos monocarboxílicos acíclicos saturados, seus anidridos, peróxidos e perácidos e seus derivados	29.15	29
outros ácidos monocarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, perácidos e derivados	29.16	29
outros ácidos policarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, perácidos e seus derivados	29.17	29
outros ácidos carboxílicos contendo funções oxigenadas suplementares e seus anidridos, halogenetos, peróxidos, perácidos e seus derivados	29.18	29
outros ésteres fosfóricos e seus sais, incluídos os lactofosfatos; seus derivados halogenados, sulfonados, nitrados ou nitrosados	29.19	29
outros ésteres dos ácidos inorgânicos, seus sais e derivados halogenados, sulfonados, nitrados ou nitrosados	29.20	29
outras poliaminas aromáticas, seus derivados e seus sais	29.21	29
aminoálcooisfenóis, aminoácidosfenóis e outros compostos aminados de funções oxigenadas	29.22	29
outros sais e hidróxidos de amônio quaternários	29.23	29
outras amidas cíclicas, seus derivados e sais	29.24	29
outros iminas, seus derivados e sais	29.25	29
outros compostos de função nitrila	29.26	29
compostos diazóicos, azóicos e azóxicos	29.27	29
derivados orgânicos da hidrazina e hidroxilamina	29.28	29
outros compostos de funções nitrogenadas	29.29	29
outros tiocompostos orgânicos	29.30	29
outros compostos organo-inorgânicos	29.31	29
outros compostos heterocíclicos exclusivamente de heteroátomos de oxigênio	29.32	29
outros compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio	29.33	29
outros ácidos nucleicos e seus sais e outros compostos heterocíclicos	29.34	29
outras sulfonamidas	29.35	29
concentrados naturais de vitaminas e misturas de vitaminas e provitaminas	29.36	29
outros hormônios e seus derivados; outros esteróides	29.37	29
outros heterosídeos, seus sais, éteres, ésteres e derivados	29.38	29
outros alcalóides vegetais, naturais ou reproduzidos por síntese, seus sais, ésteres e outros derivados	29.39	29
açúcares quimicamente puros, exceto sacarose, lactose, maltose, glicose e frutose; seus éteres e ésteres e seus sais	29.40	29
outros antibióticos	29.41	29
outros compostos orgânicos	29.42	29
outras substâncias humanas ou animais, para fins terapêuticos ou profiláticos	30.01	30
outras toxinas, culturas de microorganismos e produtos semelhantes	30.02	30
outros medicamentos contendo produtos misturados, para fins terapêuticos ou profiláticos, mas não para venda a retalho	30.03	30
outros medicamentos contendo produtos misturados, para fins terapêuticos ou profiláticos, em doses, para venda a retalho	30.04	30
pastas, gazes, ataduras e artigos análogos, impregnados ou recobertos de substâncias farmacêuticas ou acondicionados para venda a retalho, para usos medicinais, cirúrgicos dentários ou veterinários	30.05	30
desperdícios farmacêuticos	30.06	30
adubos ou fertilizantes de origem animal ou vegetal, mesmo misturados entre si ou tratados quimicamente	31.01	31
outros adubos ou fertilizantes minerais ou químicos nitrogenados, incluídas as misturas	31.02	31
outros adubos ou fertilizantes minerais ou químicos fosfatados	31.03	31
outros adubos ou fertilizantes minerais ou químicos potássicos	31.04	31
outros adubos ou fertilizantes minerais ou químicos	31.05	31
outros extratos tanantes de origem vegetal; taninos, sais, éteres, ésteres e outros derivados dos taninos	32.01	32
produtos tanantes inorgânicos; preparações tanantes; preparações enzimáticas para a pré-curtimenta	32.02	32
matérias corantes de origem vegetal ou animal e preparações à base dessas matérias	32.03	32
outros produtos corantes orgânicos sintéticos	32.04	32
lacas corantes e suas preparações	32.05	32
produtos inorgânicos utilizados como luminóforos	32.06	32
fritas e outros vidros, em pó, em grânulos, em lamelas ou flocos	32.07	32
tintas, vernizes e soluções de outros polímeros sintéticos, dispersos ou dissolvidos em meio não aquoso	32.08	32
tintas e vernizes de outros polímeros sintéticos, dispersos ou dissolvidos em meio aquoso	32.09	32
outras tintas e vernizes; pigmentos a água preparados, utilizados para acabamento de couros	32.10	32
secantes preparados	32.11	32
outros pigmentos dispersos em meios não aquosos, no estado líquido ou pastoso	32.12	32
outras cores para pintura artística e atividades educativas	32.13	32
indutos não refratários do tipo utilizado em alvenaria	32.14	32
tintas de escrever ou de desenhar e outras tintas	32.15	32
soluções concentradas, subprodutos terpênicos e soluções aquosas de óleos essenciais; óleoressinas de extração	33.01	33
outras misturas de substâncias odoríferas utilizadas como matéria básica para a indústria	33.02	33
perfumes (extratos) e águas-de-colônia	33.03	33
outros produtos de beleza ou de maquilagem preparados	33.04	33
outras preparações capilares	33.05	33
outras preparações para higiene bucal ou dentária	33.06	33
outros produtos ou preparados de perfumaria, toucador ou cosmética	33.07	33
produtos e preparações orgânicos tensoativos destinados à lavagem de pele, acondicionados para venda a retalho	34.01	34
outras preparações tensoativas e preparações para lavagem e limpeza	34.02	34
outras preparações lubrificantes, antiaderentes ou antiferruginosas	34.03	34
outras ceras artificiais ou preparadas	34.04	34
outras preparações para dar brilho em vidros ou metais	34.05	34
velas, pavios, círios e artigos semelhantes	34.06	34
pastas para modelar, ceras para dentistas e outras composições para dentistas à base de gesso	34.07	34
caseinatos, outros derivados das caseínas, colas de caseína	35.01	35
outros albuminas, albuminatos e derivados das albuminas	35.02	35
gelatinas e seus derivados; ictiocola e outras colas de origem animal, exceto cola de caseína	35.03	35
peptonas e seus derivados; outras matérias protéicas e seus derivados; pó de peles	35.04	35
colas à base de amidos ou de féculas, de dextrina ou de outros amidos ou féculas modificados	35.05	35
outras colas e adesivos preparados	35.06	35
outras enzimas preparadas	35.07	35
pólvoras propulsivas	36.01	36
explosivos preparados, exceto pólvoras propulsivas	36.02	36
estopins ou rastilhos de segurança; cordéis detonantes; fulminantes e cápsulas fulminantes; detonadores elétricos	36.03	36
foguetes de sinalização ou contra o granizo, bombas, petardos e outros artigos de pirotecnia	36.04	36
fósforos, exceto os artigos de pirotecnia	36.05	36
ferrocério e outros ligas pirofosfóricas; artigos de matérias inflamáveis	36.06	36
outras chapas e filmes, planos, sensibilizados, não impressionados, para fotografia monocromática	37.01	37
outros filmes sensibilizados, não impressionados, de largura superior a 35 mm	37.02	37
outros papeis, cartões e têxteis fotográficos, sensibilizados, não impressionados	37.03	37
chapas, filmes, papéis, cartões e têxteis fotográficos, impressionados, mas não revelados	37.04	37
outras chapas e filmes fotográficos, impressionados e revelados, exceto os cinematográficos	37.05	37
outros filmes cinematográficos impressionados e revelados, contendo ou não gravação de som ou contendo apenas gravação de som	37.06	37
outras preparações químicas (fixadores, reveladores) para usos fotográficos, exceto vernizes, colas ou adesivos, dosados ou acondicionados para venda a retalho  	37.07	37
outras preparações à base de grafita ou de outros carbonos, em pasta, blocos, lamelas ou outros produtos intermediários	38.01	38
outras matérias minerais naturais ativadas; negros de origem animal	38.02	38
tall-oil mesmo refinado	38.03	38
lixívias residuais da fabricação de pasta de celulose, incluídos os lignossulfonatos	38.04	38
outras essências terpênicas da destilação ou do tratamento de madeiras	38.05	38
outras essências e derivados de colofônias ou de ácidos resínicos e óleos de colofônia	38.06	38
alcatrões de madeira; óleos de alcatrão de madeira; creosoto de madeira; metileno; breu vegetal	38.07	38
rodenticidas, acaricidas, nematicidas, raticidas e produtos semelhantes	38.08	38
outros agentes de apresto ou acabamento para a indústria do couro	38.09	38
outros fluxos e preparações auxiliares para enchimento ou revestimento de eletrodos ou varetas, para soldar	38.10	38
outros aditivos preparados, para óleos minerais ou para outros líquidos com fins semelhantes	38.11	38
outras preparações antioxidantes e outros estabilizadores compostos, para borracha ou plástico	38.12	38
composições e cargas para aparelhos extintores; granadas e bombas extintoras	38.13	38
solventes e diluentes orgânicos compostos; preparações para remover tintas ou vernizes	38.14	38
outras preparações catalíticas	38.15	38
cimentos, argamassas, concretos e composições semelhantes, refratários	38.16	38
misturas de alquilnaftalenos	38.17	38
elementos químicos impurificados, para utilização eletrônica	38.18	38
líquidos para freios hidráulicos ou líquidos para transmissões hidráulicas, contendo óleos petróleo em proporção <= 70%, em peso	38.19	38
preparações anticongelantes e líquidos preparados para descongelação	38.20	38
meios de cultura preparados para o desenvolvimento de microrganismos ou de células vegetais, humanas ou animais	38.21	38
reagentes de diagnóstico ou de laboratório, em qualquer suporte ou preparados, exceto os das posições 3002 ou 3006; materiais de referência certificados	38.22	38
outros álcoois graxos (gordos) industriais	38.23	38
outros aglutinantes preparados para moldes ou para núcleos de fundição; produtos químicos e preparações das indústrias químicas ou das indústrias conexas (incluindo os constituídos por misturas de produtos naturais)	38.24	38
outros produtos residuais das indústrias químicas ou das indústrias conexas não especificados	38.25	38
biodiesel e suas misturas, com > 70% peso de petróleo ou mineral betuminoso	38.26	38
outros polímeros de etileno, em formas primárias	39.01	39
outros polímeros de propileno ou de outras olefinas, em formas primárias	39.02	39
outros polímeros de estireno, em formas primárias	39.03	39
outros polímeros de cloreto vinila ou olefinas halogenadas, formas primárias	39.04	39
outros polímeros de ésteres de vinila e outros polímeros de vinila, em formas primárias	39.05	39
outros polímeros acrílicos, em formas primárias	39.06	39
outros poliésteres, em formas primárias	39.07	39
outras poliamidas, em formas primárias	39.08	39
poliuretanos, em formas primárias	39.09	39
silicones, em formas primárias	39.10	39
outros politerpenos, polissulfetos, polissulfonas, em formas primárias	39.11	39
outros celuloses e seus derivados químicos, em formas primárias	39.12	39
outros polímeros naturais, inclusive modificados, em formas primárias	39.13	39
permutadores de íons à base de polímeros, em formas primárias	39.14	39
desperdícios, resíduos e aparas, de outros plásticos	39.15	39
monofilamentos cuja maior dimensão do corte transversal seja > 1 mm, varas, bastões e perfis de polímeros de outros plásticos, mesmo trabalhados à superfície	39.16	39
acessórios para tubos de plástico	39.17	39
revestimentos de pavimentos, paredes ou tetos, de outros plásticos	39.18	39
chapas, folhas, tiras, fitas, películas e outras formas planas, de plásticos, auto-adesivas	39.19	39
chapas, folhas, tiras, fitas, películas, de outros plásticos, sem suporte, não reforçadas	39.20	39
outras chapas, folhas, películas, tiras, lâminas, de plásticos	39.21	39
outros artigos para usos sanitários ou higiênicos, de plásticos	39.22	39
outros artigos de transporte ou de embalagem, de plásticos	39.23	39
outros artigos de higiene ou de toucador, de plásticos	39.24	39
outros artefatos para apetrechamento de construções, de plásticos	39.25	39
outras obras de plásticos e obras de outras matérias das posições 3901 a 3904	39.26	39
balata, guta-percha, guaiúle, chicle e gomas naturais análogas	40.01	40
outras borrachas sintéticas e artificiais, em formas primárias ou em chapas, folhas ou tiras	40.02	40
borracha regenerada, em formas primárias ou em chapas, folhas ou tiras	40.03	40
desperdícios, resíduos e aparas, de borracha não endurecida	40.04	40
outras borrachas misturadas, não vulcanizadas, em formas primárias	40.05	40
outras formas e artigos, de borracha não vulcanizada	40.06	40
fios e cordas, de borracha vulcanizada	40.07	40
varetas e perfis de borracha vulcanizada não alveolar, não endurecida	40.08	40
tubos de borracha com acessórios	40.09	40
outras correias transportadoras para a transmissão, de borracha vulcanizada	40.10	40
outros pneus novos de borracha	40.11	40
